,card_id,card_type,syllabus_name,subject_name,chapter_id,chapter_name,current_level,num_attempts,total_time_spent,temporal_ratings,retention_value,exam_preparedness_value,learning_efficiency,abs_learning_efficiency,last_attempt_time,num_days
14,74830,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,36,EEEE,8.0,100.0,100,100,2023-05-27 15:59:47,160.0
15,74831,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,53,AEEEE,17.0,100.0,100,96,2023-05-27 23:54:05,160.0
16,74832,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,98,EEEEE,12.0,100.0,100,100,2023-05-10 13:09:30,177.0
17,74833,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,8,108,HEEPEEEE,8.0,100.0,100,82,2023-05-28 00:05:30,159.0
18,74834,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,31,EEEE,8.0,100.0,100,100,2023-05-25 23:20:03,162.0
19,74835,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,37,EEEEE,8.0,100.0,100,100,2023-05-27 15:56:44,160.0
20,74836,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,35,EEEE,5.0,100.0,100,100,2023-05-07 22:57:09,180.0
21,74837,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,9,114,HEHEEEEEE,5.0,100.0,100,78,2023-05-07 22:54:33,180.0
22,74838,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,10,164,EHEHEEEEEE,13.0,100.0,100,80,2023-05-14 21:04:17,173.0
23,74839,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,68,EEEEEE,11.0,100.0,100,100,2023-05-07 22:56:41,180.0
24,74840,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,51,EEEE,8.0,100.0,100,100,2023-05-27 15:58:15,160.0
25,74841,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,67,EEEE,8.0,100.0,100,100,2023-05-25 23:25:56,162.0
26,74843,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,9,156,HEEHEEEEE,5.0,100.0,100,78,2023-05-07 22:55:20,180.0
27,74845,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,15,318,HHPEHEEPHEHEEEE,4.0,100.0,100,60,2023-05-10 12:47:45,177.0
28,74847,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,113,EEEEE,15.0,100.0,100,100,2023-05-28 00:02:45,159.0
29,74849,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,11,190,HEHEPPEEEEE,5.0,100.0,100,73,2023-05-07 22:56:28,180.0
30,74852,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,27,EEEE,5.0,100.0,100,100,2023-04-30 13:15:17,187.0
31,74853,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,25,EEEE,5.0,100.0,100,100,2023-04-30 13:09:59,187.0
32,74854,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,105,EEEEEE,9.0,100.0,100,100,2023-04-27 22:37:22,190.0
33,74855,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,9,150,HEHEEEEEE,11.0,100.0,100,78,2023-05-07 22:50:07,180.0
34,74856,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,11,165,EPPEHEHEEEE,4.0,100.0,100,73,2023-05-10 12:44:43,177.0
35,74857,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,10,189,HHEHEEEEEE,11.0,100.0,100,70,2023-05-11 23:52:32,176.0
36,74858,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,11,277,HHHEEEPEEEE,5.0,100.0,100,69,2023-05-10 12:48:36,177.0
37,74859,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,14,221,EEHPEHEHHEEEEE,5.0,100.0,100,68,2023-05-11 23:52:05,176.0
38,74860,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,82,EEEEE,6.0,100.0,100,100,2023-05-25 23:20:23,162.0
39,74861,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,43,EEEEE,16.0,100.0,100,100,2023-05-28 00:09:35,159.0
40,74862,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,37,EEEEE,3.0,100.0,100,100,2023-05-10 13:05:25,177.0
41,74863,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,72,EEEEEE,12.0,100.0,100,100,2023-05-14 21:02:23,173.0
42,74864,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,44,EEEE,8.0,100.0,100,100,2023-05-28 00:00:10,159.0
43,74865,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,44,EEEE,5.0,100.0,100,100,2023-05-07 11:41:20,180.0
44,74866,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,30,EEEE,6.0,100.0,100,100,2023-05-15 18:43:25,172.0
45,74867,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,40,EEEE,8.0,100.0,100,100,2023-05-28 00:08:02,159.0
46,74868,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,59,HEEEEE,8.0,100.0,100,84,2023-05-28 00:09:54,159.0
47,74869,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,28,EEEE,8.0,100.0,100,100,2023-05-28 00:08:09,159.0
48,74870,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,65,EEEE,5.0,100.0,100,100,2023-05-07 11:40:28,180.0
49,74871,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,31,EEEE,8.0,100.0,100,100,2023-05-28 00:08:14,159.0
50,74872,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,8,152,EEHEEEEE,8.0,100.0,100,88,2023-05-27 15:42:44,160.0
51,74873,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,98,EEEEE,13.0,100.0,100,100,2023-05-12 18:59:15,175.0
52,74874,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,49,EEEEE,16.0,100.0,100,100,2023-05-25 23:19:26,162.0
53,74875,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,111,EEEEEE,12.0,100.0,100,100,2023-05-11 23:51:27,176.0
54,74877,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,9,201,HHEEHEEHH,0.0,100.0,50,45,2023-07-17 21:53:09,109.0
55,74879,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,9,202,EHEEEEHEE,0.0,100.0,75,78,2023-05-28 00:13:04,159.0
56,74880,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,31,EEEE,6.0,100.0,100,100,2023-05-15 18:26:43,172.0
57,74881,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,58,HEEEE,7.0,100.0,100,80,2023-05-27 23:52:21,160.0
58,74882,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,28,EEE,7.0,100.0,100,100,2023-05-27 15:50:38,160.0
59,74883,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,23,EEE,7.0,100.0,100,100,2023-05-27 23:56:56,160.0
60,74884,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,96,EEAEEEE,17.0,100.0,100,98,2023-05-28 00:05:14,159.0
61,74885,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,45,EEEEE,17.0,100.0,100,100,2023-05-27 16:00:47,160.0
62,74886,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,59,EEEEE,12.0,100.0,100,100,2023-05-11 23:55:01,176.0
63,74887,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,95,AEEEEE,10.0,100.0,100,97,2023-05-11 23:55:08,176.0
64,74888,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,98,HEEEE,7.0,100.0,100,80,2023-05-27 23:52:33,160.0
65,74889,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,MAS,4,39,EEEE,25.0,100.0,100,100,2023-07-17 21:55:51,109.0
66,74890,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,63,EEEEE,10.0,100.0,100,100,2023-05-07 22:47:30,180.0
67,74891,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,68,EEEEEE,11.0,100.0,100,100,2023-05-07 22:55:53,180.0
68,74892,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,31,EEEE,6.0,100.0,100,100,2023-05-15 18:46:57,172.0
69,74893,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,118,EEPEEEE,5.0,100.0,100,93,2023-05-10 12:33:34,177.0
70,74894,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,MAS,4,52,EEEE,25.0,100.0,100,100,2023-07-17 21:56:40,109.0
71,74895,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,57,EEEEE,5.0,100.0,100,100,2023-05-07 11:40:55,180.0
72,74896,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,128,EPEEEE,5.0,100.0,100,92,2023-05-12 19:03:03,175.0
73,74897,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,47,EEEE,6.0,100.0,100,100,2023-05-15 18:44:19,172.0
74,74898,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,65,AEEEE,12.0,100.0,100,96,2023-05-11 23:52:16,176.0
75,74899,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,43,EEEEE,11.0,100.0,100,100,2023-05-11 23:56:31,176.0
76,74900,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,38,EEEE,5.0,100.0,100,100,2023-05-07 22:56:48,180.0
77,74901,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,52,HEEEEE,5.0,100.0,100,84,2023-05-12 18:53:31,175.0
78,74902,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,20,EEE,7.0,100.0,100,100,2023-05-27 23:57:04,160.0
79,74903,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,39,EEEEE,13.0,100.0,100,100,2023-05-14 20:56:32,173.0
80,74904,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,9,114,EEEHEEEEE,5.0,100.0,100,89,2023-05-07 22:48:38,180.0
81,74905,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,43,EEEEE,11.0,100.0,100,100,2023-05-11 23:55:29,176.0
82,74906,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,58,EEEE,5.0,100.0,100,100,2023-05-10 12:47:40,177.0
83,74907,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,41,EEEE,5.0,100.0,100,100,2023-05-10 12:32:57,177.0
84,74908,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,8,119,EHHEEEEE,5.0,100.0,100,75,2023-05-07 22:55:05,180.0
85,74909,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,60,HEEEE,4.0,100.0,100,80,2023-05-10 12:44:56,177.0
86,74910,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,30,EEE,7.0,100.0,100,100,2023-05-27 15:53:19,160.0
87,74911,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,40,EEE,7.0,100.0,100,100,2023-05-27 15:59:18,160.0
88,74912,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,55,EEE,7.0,100.0,100,100,2023-05-27 15:51:04,160.0
89,74913,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,17,EEE,0.0,100.0,100,100,2023-05-27 15:45:31,160.0
90,74914,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,40,PEE,0.0,100.0,84,84,2023-05-27 23:51:43,160.0
91,74915,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,20,EEE,7.0,100.0,100,100,2023-05-27 23:57:10,160.0
92,74916,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,17,EEE,7.0,100.0,100,100,2023-05-27 23:57:15,160.0
93,74917,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,21,EEE,7.0,100.0,100,100,2023-05-27 23:57:21,160.0
94,74918,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,38,EEEE,5.0,100.0,100,100,2023-05-07 11:44:29,180.0
95,74919,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,37,EEEE,5.0,100.0,100,100,2023-05-10 12:47:23,177.0
96,74920,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,33,EEEE,5.0,100.0,100,100,2023-05-07 11:46:12,180.0
97,74921,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,41,EEEE,5.0,100.0,100,100,2023-05-10 12:45:26,177.0
98,74922,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,85,HEEEEE,5.0,100.0,100,84,2023-05-06 11:09:50,181.0
99,74923,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,44,EEEE,6.0,100.0,100,100,2023-05-15 18:24:19,172.0
100,74924,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,124,EHEEEEE,5.0,100.0,100,86,2023-05-07 22:48:32,180.0
101,74925,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,8,127,HEHEEEEE,5.0,100.0,100,75,2023-05-07 22:48:18,180.0
102,74926,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,124,EHEEEEE,5.0,100.0,100,86,2023-05-07 22:54:22,180.0
103,74927,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,176,HEEEEEE,16.0,100.0,100,86,2023-05-28 00:10:06,159.0
104,74928,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,34,EEEE,6.0,100.0,100,100,2023-05-15 18:24:29,172.0
105,74929,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,32,EEEE,6.0,100.0,100,100,2023-05-15 18:22:59,172.0
106,74930,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,98,HHEEEEE,9.0,100.0,100,72,2023-05-28 00:04:43,159.0
107,74931,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,79,HEEEEE,5.0,100.0,100,84,2023-05-06 11:13:06,181.0
108,74932,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,65,EEEE,6.0,100.0,100,100,2023-05-15 18:22:46,172.0
109,74933,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,11,98,HEHHHEEEEEH,5.0,100.0,75,55,2023-07-17 21:57:59,109.0
110,74934,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,54,EEEE,6.0,100.0,100,100,2023-05-15 18:44:42,172.0
111,74935,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,96,HEEEEE,5.0,100.0,100,84,2023-05-06 11:11:42,181.0
112,74936,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,67,EEEEEE,14.0,100.0,100,100,2023-05-28 00:04:17,159.0
113,74937,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,58,EEEE,6.0,100.0,100,100,2023-05-15 18:22:04,172.0
114,74938,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,34,EEEE,6.0,100.0,100,100,2023-05-15 18:45:58,172.0
115,74939,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,66,EEEE,6.0,100.0,100,100,2023-05-15 18:22:20,172.0
116,74940,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,57,EEEE,5.0,100.0,100,100,2023-05-15 18:43:09,172.0
117,74941,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,97,HEEEEEE,16.0,100.0,100,86,2023-05-28 00:10:16,159.0
118,74942,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,8,147,HHEEEEEE,16.0,100.0,100,75,2023-05-28 00:10:31,159.0
119,74943,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,47,EEEE,6.0,100.0,100,100,2023-05-15 18:22:33,172.0
120,74944,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,85,EEEEE,16.0,100.0,100,100,2023-05-27 15:48:20,160.0
121,74945,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,149,HEEEEE,5.0,100.0,100,84,2023-05-07 22:49:34,180.0
122,74946,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,37,EEEE,3.0,100.0,100,100,2023-05-07 22:49:23,180.0
123,74947,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,16,EEEE,7.0,100.0,100,100,2023-05-28 00:00:17,159.0
124,74948,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,L1,4,32,EEEE,25.0,100.0,100,100,2023-07-17 21:58:32,109.0
125,74949,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,32,EEEE,8.0,100.0,100,100,2023-05-27 16:02:23,160.0
126,74950,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,91,EEEEE,8.0,100.0,100,100,2023-05-28 00:02:59,159.0
127,74951,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,41,EEEE,8.0,100.0,100,100,2023-05-27 15:46:03,160.0
128,74952,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,31,EEEE,8.0,100.0,100,100,2023-05-27 15:57:09,160.0
129,74953,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,34,EEEE,5.0,100.0,100,100,2023-05-07 22:50:45,180.0
130,74954,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,32,EEEE,7.0,100.0,100,100,2023-05-28 00:00:25,159.0
131,74955,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,19,EEE,6.0,100.0,100,100,2023-05-25 23:26:02,162.0
132,74956,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,30,EEE,7.0,100.0,100,100,2023-05-27 23:53:09,160.0
133,74957,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,42,EEE,7.0,100.0,100,100,2023-05-27 15:41:14,160.0
134,74958,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,23,EEE,7.0,100.0,100,100,2023-05-27 15:45:23,160.0
135,74959,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,31,EEE,7.0,100.0,100,100,2023-05-27 15:45:52,160.0
136,74960,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,41,EEEE,6.0,100.0,100,100,2023-05-25 23:16:23,162.0
137,74961,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,54,EEEE,5.0,100.0,100,100,2023-05-07 22:56:22,180.0
138,74962,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,12,199,HEEPHHEAEEEE,5.0,100.0,100,70,2023-05-11 23:56:41,176.0
139,74963,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,81,EEHEEEE,4.0,100.0,100,86,2023-05-10 12:50:01,177.0
140,74964,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,45,EEEEE,7.0,100.0,100,100,2023-05-28 00:09:46,159.0
141,74965,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,14,EE,0.0,100.0,100,100,2023-05-27 16:01:25,160.0
142,74966,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,34,EE,0.0,100.0,100,100,2023-05-25 23:19:15,162.0
143,74967,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,3,39,EEE,6.0,100.0,100,100,2023-05-25 23:22:38,162.0
144,74968,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,20,EE,0.0,100.0,100,100,2023-05-27 23:51:06,160.0
145,74969,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,24,EE,0.0,100.0,100,100,2023-05-27 23:51:19,160.0
146,74970,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,18,EE,0.0,100.0,100,100,2023-05-27 15:57:15,160.0
147,74971,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,22,EE,0.0,100.0,100,100,2023-05-27 15:41:28,160.0
148,74972,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,81,EHEEEE,4.0,100.0,100,84,2023-05-10 12:48:56,177.0
149,74973,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,MAS,6,79,HEEEEE,25.0,100.0,100,84,2023-07-17 21:57:25,109.0
150,74974,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,MAS,6,96,HEEEEE,25.0,100.0,100,84,2023-07-17 21:59:41,109.0
151,74975,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,41,EEEE,8.0,100.0,100,100,2023-05-28 00:08:25,159.0
152,74976,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,15,EE,0.0,100.0,100,100,2023-05-27 23:51:27,160.0
153,74977,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,40,EEEE,8.0,100.0,100,100,2023-05-28 00:00:33,159.0
154,74978,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,69,HEEEE,0.0,100.0,100,80,2023-05-10 12:50:35,177.0
155,74979,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,27,EE,0.0,100.0,100,100,2023-05-25 23:16:12,162.0
156,74980,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,66,EEEE,5.0,100.0,100,100,2023-05-11 23:51:32,176.0
157,74981,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,12,384,EHHEHEEHEEEE,4.0,100.0,100,67,2023-05-15 18:56:03,172.0
158,74982,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,7,68,EEHEEEE,4.0,100.0,100,86,2023-05-14 21:06:51,173.0
159,74983,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,26,EE,0.0,100.0,100,100,2023-05-27 16:02:37,160.0
160,74985,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,9,176,HHEHEEEEH,0.0,100.0,75,56,2023-07-17 21:55:30,109.0
161,74987,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,104,EHEEEE,4.0,100.0,100,84,2023-05-10 12:47:05,177.0
162,74988,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,15,EE,0.0,100.0,100,100,2023-05-25 23:19:46,162.0
163,74989,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,15,EE,0.0,100.0,100,100,2023-05-27 15:51:34,160.0
164,74990,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,36,EEEE,5.0,100.0,100,100,2023-05-11 23:56:46,176.0
165,74991,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,46,EEEE,5.0,100.0,100,100,2023-05-12 19:03:37,175.0
166,74992,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,2,24,EE,0.0,100.0,100,100,2023-05-27 15:52:06,160.0
167,74993,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,6,111,EHEEEE,4.0,100.0,100,84,2023-05-10 12:43:06,177.0
168,74994,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,35,EEEE,5.0,100.0,100,100,2023-05-12 18:58:31,175.0
169,74995,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,53,EEEE,5.0,100.0,100,100,2023-05-11 23:49:43,176.0
170,74996,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,5,54,HEEEE,4.0,100.0,100,80,2023-05-10 12:33:02,177.0
171,74997,question_answer,Class-9,Chemistry,1744,1.2 - Chemical Compounds,NS,4,48,EEEE,4.0,100.0,100,100,2023-05-11 23:54:07,176.0
